Stock quote and option quote for IBM on 10/25/19 20:46:10

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
135.44,N,+1.37,135.30,P,135.70,P,5 x 5,"2,579,055",134.12,135.93,134.10

UNDERLYING EXTRA INFO
Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
4.78%,15.75,1.62,Q,8/8/19,152.95,105.94,"885,875,160",1.12

Theo parameters
Theo date,Theo stock price,Theo volatility
10/25/19, 0.00$, 0.00%

25 OCT 19  (0)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,IBM191108C162.5,0,0,.021,.004,-.021,.014,.001,43.57%,.09010116,<empty>,<empty>,1.70%,3.47%,98.30%,1.62%,488.10%,.090,0 x 59,0,59,<empty>,0,0, ,0,0,0,0,P,.18,W,8 NOV 19,162.5,26.40,E,30.95,H,IBM191108P162.5,0,0,-.856,.010,-.171,.062,-.059,78.72%,28.68,105.86%,21.43%,89.05%,22.89%,10.95%,29.03%,<empty>,28.675,1 x 21,1,21,<empty>,0,0, ,0,0,0,,
,,IBM191108C165,0,200,.020,.004,-.021,.013,.001,46.59%,.09010184,<empty>,<empty>,1.57%,3.22%,98.43%,1.62%,533.05%,.090,0 x 51,0,51,0.00%,.07,.07,A,0,0,0,0,Q,.18,Q,8 NOV 19,165,28.70,X,33.40,T,IBM191108P165,0,0,-.869,.009,-.165,.058,-.061,80.99%,31.05,114.63%,23.18%,90.19%,20.52%,9.81%,26.79%,<empty>,31.050,31 x 2,31,2,<empty>,0,0, ,0,0,0,,
,,IBM191108C167.5,0,0,.019,.003,-.022,.013,.001,49.56%,.09036946,<empty>,<empty>,1.47%,3.01%,98.53%,1.62%,577.99%,.090,0 x 62,0,62,<empty>,0,0, ,0,0,0,0,Q,.18,Q,8 NOV 19,167.5,31.15,P,35.95,X,IBM191108P167.5,0,0,-.873,.009,-.169,.056,-.062,85.20%,33.55,123.86%,25.05%,90.73%,19.43%,9.27%,26.79%,<empty>,33.550,1 x 21,1,21,<empty>,0,0, ,0,0,0,,

15 NOV 19  (21)  100
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,IBM191115C70,0,96,.889,.00,-.166,.038,.006,196.01%,65.55,<empty>,<empty>,87.03%,23.34%,12.97%,1.35%,1.35%,65.550,1 x 10,1,10,0.00%,66.49,66.49,I,0,0,0,63.25,T,67.85,M,15 NOV 19,70,0,E,.01,E,IBM191115P70,0,354,-.001,.00,-.002,.001,.00,85.87%,.00499998,0.07%,0.01%,0.13%,0.25%,99.87%,0.06%,<empty>,.005,0 x 25,0,25,0.00%,.08,.08,Z,0,0,0,,
,,IBM191115C75,0,0,.896,.00,-.143,.038,.006,169.07%,60.53,<empty>,<empty>,88.73%,20.57%,11.27%,1.04%,1.04%,60.525,10 x 10,10,10,<empty>,0,0, ,0,0,0,58.15,H,62.90,H,15 NOV 19,75,0,E,.01,E,IBM191115P75,0,310,-.001,.00,-.002,.001,.00,77.34%,.00500003,0.07%,0.01%,0.13%,0.25%,99.87%,0.06%,<empty>,.005,0 x 24,0,24,0.00%,.01,.01,E,0,0,0,,
,,IBM191115C80,0,0,.903,.00,-.124,.038,.006,146.73%,55.55,<empty>,<empty>,89.92%,18.63%,10.08%,1.35%,1.35%,55.550,1 x 1,1,1,<empty>,0,0, ,0,0,0,53.25,Q,57.85,E,15 NOV 19,80,0,P,.05,B,IBM191115P80,0,7,-.003,.00,-.006,.003,.00,80.55%,.02517978,0.31%,0.03%,0.53%,1.03%,99.47%,0.31%,<empty>,.025,0 x 29,0,29,0.00%,.11,.11,C,0,0,0,,
,,IBM191115C85,0,0,.911,.00,-.102,.037,.006,124.46%,50.47,<empty>,<empty>,91.41%,16.07%,8.59%,0.43%,0.43%,50.475,2 x 21,2,21,<empty>,0,0, ,0,0,0,48.25,E,52.70,X,15 NOV 19,85,0,E,.01,W,IBM191115P85,0,"1,351",-.001,.00,-.002,.001,.00,61.79%,.00499993,0.06%,0.01%,0.14%,0.28%,99.86%,0.06%,<empty>,.005,0 x 99,0,99,0.00%,.03,.03,E,0,0,0,,
,,IBM191115C90,0,0,.917,.001,-.085,.037,.006,106.43%,45.48,<empty>,<empty>,92.32%,14.50%,7.68%,0.43%,0.43%,45.475,21 x 21,21,21,<empty>,0,0, ,0,0,0,43.20,H,47.75,H,15 NOV 19,90,0,B,.03,N,IBM191115P90,0,158,-.002,.00,-.004,.003,.00,60.51%,.01518671,0.17%,0.02%,0.38%,0.75%,99.62%,0.18%,<empty>,.015,0 x 27,0,27,0.00%,.01,.01,H,0,0,0,,
,,IBM191115C95,0,0,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.80%,0.00%,40.375,2 x 2,2,2,<empty>,0,0, ,0,0,0,38.25,E,42.50,E,15 NOV 19,95,0,Q,.03,H,IBM191115P95,0,238,-.003,.00,-.004,.003,.00,53.03%,.01506394,0.16%,0.02%,0.41%,0.80%,99.59%,0.18%,<empty>,.015,0 x 37,0,37,0.00%,.05,.05,E,0,0,0,,
,,IBM191115C100,0,3,.924,.002,-.066,.038,.013,80.57%,35.65,<empty>,<empty>,92.31%,14.70%,7.69%,2.57%,2.57%,35.650,2 x 1,2,1,0.00%,31.32,31.32,Q,0,0,0,33.65,E,37.65,E,15 NOV 19,100,0,M,.09,W,IBM191115P100,0,528,-.008,.001,-.009,.007,-.001,52.00%,.04503698,0.45%,0.05%,1.08%,2.10%,98.92%,0.55%,<empty>,.045,0 x 65,0,65,0.00%,.05,.05,E,0,0,0,,
,,IBM191115C105,0,1,.932,.002,-.050,.036,.013,65.50%,30.58,<empty>,<empty>,93.21%,13.06%,6.79%,1.65%,1.65%,30.575,1 x 31,1,31,0.00%,37.35,37.35,P,0,0,0,28.30,N,32.85,H,15 NOV 19,105,0,B,.07,N,IBM191115P105,0,"1,450",-.007,.001,-.007,.007,-.001,43.07%,.03511273,0.33%,0.03%,0.97%,1.89%,99.03%,0.43%,<empty>,.035,0 x 22,0,22,0.00%,.02,.02,I,0,0,0,,
,,IBM191115C110,0,1,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-1.10%,0.00%,25.350,2 x 1,2,1,0.00%,32.25,32.25,X,0,0,0,23.45,E,27.25,E,15 NOV 19,110,.01,H,.09,B,IBM191115P110,4,270,-.011,.002,-.009,.010,-.001,37.65%,.0502017,0.45%,0.05%,1.44%,2.82%,98.56%,0.61%,<empty>,.050,74 x 21,74,21,-50.00%,.02,.02,N,.04,.04,.02,,
,,IBM191115C115,2,6,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-2.94%,0.00%,20.200,21 x 2,21,2,+5.52%,20.45,20.45,X,20.50,20.50,20.45,18.15,H,22.25,E,15 NOV 19,115,.05,P,.07,D,IBM191115P115,13,"1,553",-.016,.004,-.010,.013,-.001,31.24%,.06006467,0.52%,0.05%,1.92%,3.75%,98.08%,0.74%,<empty>,.060,1 x 10,1,10,-14.29%,.06,.06,C,.05,.06,.05,,
,,IBM191115C120,1,59,.910,.012,-.039,.052,.034,37.92%,15.80,<empty>,<empty>,89.15%,21.05%,10.85%,4.41%,4.41%,15.800,21 x 31,21,31,+3.21%,14.45,14.45,Z,14.45,14.45,14.45,15.05,X,16.55,I,15 NOV 19,120,.10,H,.12,H,IBM191115P120,172,"1,773",-.031,.008,-.015,.024,-.003,26.56%,.11000111,0.92%,0.09%,3.62%,7.08%,96.38%,1.35%,<empty>,.110,33 x 11,33,11,-33.33%,.10,.10,W,.15,.15,.10,,
,,IBM191115C121,0,0,.919,.013,-.031,.048,.032,33.91%,14.70,<empty>,<empty>,90.17%,19.10%,9.83%,3.19%,3.19%,14.700,31 x 1,31,1,<empty>,0,0, ,0,0,0,14.05,X,15.35,E,15 NOV 19,121,.12,H,.14,P,IBM191115P121,1,17,-.037,.009,-.017,.027,-.003,25.79%,.13001666,1.03%,0.11%,4.27%,8.33%,95.73%,1.59%,<empty>,.130,21 x 21,21,21,-17.65%,.14,.14,C,.14,.14,.14,,
,,IBM191115C122,0,13,.931,.013,-.023,.041,.028,29.72%,13.60,<empty>,<empty>,91.49%,16.57%,8.51%,1.96%,1.96%,13.600,21 x 2,21,2,0.00%,10.80,10.80,Z,0,0,0,13.10,M,14.10,E,15 NOV 19,122,.14,X,.16,Z,IBM191115P122,1,41,-.043,.011,-.018,.031,-.004,24.89%,.15010328,1.10%,0.12%,4.94%,9.65%,95.06%,1.84%,<empty>,.150,60 x 14,60,14,-27.27%,.16,.16,C,.16,.16,.16,,
,,IBM191115C123,10,0,.939,.014,-.018,.037,.026,26.57%,12.55,<empty>,<empty>,92.18%,15.24%,7.82%,1.35%,1.35%,12.550,12 x 31,12,31,<empty>,12.39,12.39,E,12.40,12.40,12.39,12.45,H,12.65,X,15 NOV 19,123,.17,X,.20,H,IBM191115P123,10,48,-.053,.013,-.021,.036,-.004,24.31%,.18541722,1.26%,0.15%,6.01%,11.71%,93.99%,2.27%,<empty>,.185,60 x 21,60,21,-60.00%,.18,.18,E,.18,.18,.18,,
,,IBM191115C124,2,0,.927,.017,-.021,.044,.031,25.98%,11.60,<empty>,<empty>,90.72%,18.06%,9.28%,1.96%,1.96%,11.600,31 x 3,31,3,<empty>,10.65,10.65,N,10.65,10.65,10.65,11.15,I,12.05,P,15 NOV 19,124,.21,H,.23,P,IBM191115P124,6,31,-.063,.016,-.023,.042,-.005,23.53%,.22048752,1.41%,0.18%,7.11%,13.85%,92.89%,2.70%,<empty>,.220,47 x 3,47,3,-30.30%,.23,.23,I,.29,.29,.22,,
,,IBM191115C125,5,349,.942,.018,-.014,.036,.026,22.28%,10.52,<empty>,<empty>,92.02%,15.55%,7.98%,1.04%,1.04%,10.525,7 x 3,7,3,+8.50%,10.85,10.85,P,9.98,10.94,9.98,10.15,P,10.90,B,15 NOV 19,125,.26,H,.29,H,IBM191115P125,402,"2,659",-.078,.019,-.027,.049,-.007,23.00%,.27549876,1.65%,0.22%,8.68%,16.91%,91.32%,3.37%,<empty>,.275,48 x 38,48,38,-24.32%,.28,.28,C,.33,.35,.26,,
,,IBM191115C126,0,0,.903,.024,-.024,.055,.037,23.73%,9.67,<empty>,<empty>,88.10%,23.12%,11.90%,2.88%,2.88%,9.675,12 x 3,12,3,<empty>,0,0, ,0,0,0,9.45,P,9.90,B,15 NOV 19,126,.32,X,.35,H,IBM191115P126,3,100,-.094,.023,-.030,.056,-.008,22.32%,.33546043,1.90%,0.27%,10.42%,20.27%,89.58%,4.11%,<empty>,.335,60 x 16,60,16,-26.09%,.34,.34,N,.40,.40,.34,,
,,IBM191115C127,0,27,.936,.026,-.013,.040,.028,18.74%,8.52,<empty>,<empty>,90.93%,17.65%,9.07%,1.04%,1.04%,8.525,9 x 6,9,6,0.00%,7.05,7.05,P,0,0,0,8.10,B,8.95,P,15 NOV 19,127,.40,X,.44,I,IBM191115P127,192,311,-.116,.027,-.034,.065,-.010,21.82%,.42034487,2.25%,0.33%,12.70%,24.68%,87.30%,5.15%,<empty>,.420,60 x 51,60,51,-32.79%,.41,.41,C,.51,.51,.41,,
,,IBM191115C128,0,17,.894,.034,-.021,.059,.038,19.44%,7.65,<empty>,<empty>,86.91%,25.41%,13.09%,2.57%,2.57%,7.650,5 x 2,5,2,0.00%,4.50,4.50,P,0,0,0,7.40,P,7.90,E,15 NOV 19,128,.50,X,.54,H,IBM191115P128,32,710,-.141,.032,-.038,.074,-.012,21.25%,.52021911,2.65%,0.41%,15.33%,29.74%,84.67%,6.37%,<empty>,.520,21 x 11,21,11,-40.23%,.52,.52,I,.59,.59,.52,,
,,IBM191115C129,0,127,.853,.040,-.027,.075,.044,19.67%,6.80,<empty>,<empty>,82.82%,33.28%,17.18%,4.41%,4.41%,6.800,4 x 24,4,24,0.00%,5.80,5.80,Z,0,0,0,6.45,P,7.15,B,15 NOV 19,129,.64,Z,.67,Q,IBM191115P129,38,218,-.172,.037,-.042,.085,-.014,20.82%,.65517754,3.17%,0.51%,18.62%,36.05%,81.38%,8.03%,<empty>,.655,4 x 11,4,11,-36.63%,.64,.64,C,.71,.79,.61,,
,,IBM191115C130,119,"1,512",.842,.048,-.024,.079,.044,17.23%,5.78,<empty>,<empty>,81.72%,35.35%,18.28%,4.11%,4.11%,5.775,20 x 41,20,41,+32.03%,5.73,5.73,C,5.05,6.15,5.00,5.70,M,5.85,H,15 NOV 19,130,.81,Z,.84,H,IBM191115P130,208,"3,224",-.209,.042,-.047,.096,-.018,20.43%,.82504507,3.81%,0.64%,22.48%,43.46%,77.52%,10.11%,<empty>,.825,5 x 36,5,36,-28.07%,.82,.82,M,1.02,1.06,.76,,
,,IBM191115C131,0,129,.809,.058,-.026,.089,.045,15.94%,4.85,<empty>,<empty>,78.40%,41.67%,21.60%,5.03%,5.03%,4.850,60 x 52,60,52,0.00%,3.85,3.85,Z,0,0,0,4.75,M,4.95,X,15 NOV 19,131,1.02,Z,1.06,H,IBM191115P131,33,369,-.253,.048,-.051,.106,-.021,20.12%,1.04,4.59%,0.80%,26.98%,52.05%,73.02%,12.75%,<empty>,1.040,5 x 21,5,21,-35.19%,1.05,1.05,Q,1.19,1.21,1.00,,
,,IBM191115C132,10,183,.757,.068,-.029,.103,.046,15.14%,4.00,<empty>,<empty>,73.39%,51.18%,26.61%,6.86%,6.86%,4.000,55 x 14,55,14,+23.81%,3.90,3.90,N,3.55,4.04,3.55,3.95,X,4.05,Z,15 NOV 19,132,1.29,Q,1.33,Z,IBM191115P132,86,330,-.303,.053,-.055,.116,-.025,19.90%,1.31,5.54%,1.00%,32.10%,61.78%,67.90%,16.06%,<empty>,1.310,5 x 4,5,4,-33.00%,1.34,1.34,M,1.54,1.70,1.21,,
,,IBM191115C133,77,586,.690,.077,-.032,.116,.045,14.58%,3.23,<empty>,<empty>,66.96%,63.28%,33.04%,9.62%,9.62%,3.225,39 x 18,39,18,+34.62%,3.15,3.15,P,2.39,3.50,2.39,3.15,H,3.30,Z,15 NOV 19,133,1.62,X,1.68,Z,IBM191115P133,52,147,-.358,.057,-.059,.124,-.030,19.82%,1.65,6.69%,1.26%,37.76%,72.49%,62.24%,20.23%,<empty>,1.650,21 x 4,21,4,-28.14%,1.66,1.66,C,1.90,2.07,1.52,,
,,IBM191115C134,271,660,.614,.085,-.034,.126,.042,14.01%,2.52,<empty>,<empty>,59.50%,77.23%,40.50%,13.18%,13.18%,2.515,31 x 7,31,7,+42.53%,2.48,2.48,W,1.97,2.84,1.81,2.48,X,2.55,B,15 NOV 19,134,2.06,P,2.10,P,IBM191115P134,160,60,-.418,.059,-.063,.129,-.035,20.01%,2.08,8.11%,1.58%,43.80%,83.86%,56.20%,25.50%,<empty>,2.080,1 x 5,1,5,-26.50%,2.08,2.08,C,2.41,2.51,1.94,,
,,IBM191115C135,640,"5,063",.527,.090,-.035,.132,.038,13.54%,1.90,<empty>,<empty>,51.05%,92.83%,48.95%,17.84%,17.84%,1.895,31 x 3,31,3,+54.76%,1.95,1.95,Q,1.37,2.20,1.32,1.86,X,1.93,Z,15 NOV 19,135,2.56,P,2.62,X,IBM191115P135,157,"3,053",-.477,.059,-.066,.132,-.040,20.32%,2.59,9.72%,1.96%,49.85%,95.17%,50.15%,31.75%,<empty>,2.590,2 x 10,2,10,-25.29%,2.54,2.54,A,3.24,3.24,2.37,,
,,IBM191115C136,234,273,.435,.091,-.034,.130,.033,13.23%,1.38,<empty>,<empty>,42.09%,89.04%,57.91%,16.98%,23.84%,1.385,32 x 4,32,4,+58.14%,1.36,1.36,Z,.89,1.59,.89,1.35,H,1.42,Z,15 NOV 19,136,3.10,X,3.25,X,IBM191115P136,1,7,-.535,.057,-.067,.132,-.046,20.76%,3.17,11.72%,2.39%,55.66%,93.07%,44.34%,32.05%,<empty>,3.175,41 x 41,41,41,-26.17%,3.30,3.30,C,3.30,3.30,3.30,,
,,IBM191115C137,87,305,.347,.085,-.032,.122,.027,13.14%,.99517934,<empty>,<empty>,33.44%,70.37%,66.56%,12.20%,31.32%,.995,3 x 5,3,5,+62.71%,.96,.96,P,.62,1.14,.62,.98,P,1.01,Z,15 NOV 19,137,3.80,X,3.95,X,IBM191115P137,12,54,-.587,.054,-.069,.129,-.050,21.66%,3.88,14.31%,2.91%,60.89%,81.84%,39.11%,28.38%,<empty>,3.875,55 x 45,55,45,-18.41%,4.30,4.30,C,4.70,4.70,4.30,,
,,IBM191115C138,177,569,.265,.076,-.029,.109,.021,13.01%,.68500142,<empty>,<empty>,25.47%,53.36%,74.53%,8.40%,39.78%,.685,49 x 7,49,7,+55.81%,.67,.67,X,.48,.79,.43,.66,H,.71,N,15 NOV 19,138,4.55,X,4.70,H,IBM191115P138,8,22,-.632,.050,-.070,.125,-.054,22.59%,4.63,17.07%,3.47%,65.48%,72.04%,34.52%,25.31%,<empty>,4.625,35 x 11,35,11,-14.68%,4.65,4.65,C,5.10,5.10,4.65,,
,,IBM191115C139,55,86,.199,.064,-.025,.093,.016,13.12%,.47504731,<empty>,<empty>,18.99%,39.61%,81.01%,5.82%,49.46%,.475,22 x 11,22,11,+66.67%,.45,.45,E,.35,.53,.29,.46,H,.49,H,15 NOV 19,139,5.25,M,5.55,M,IBM191115P139,0,0,-.673,.046,-.070,.119,-.058,23.41%,5.40,19.94%,4.04%,69.57%,63.37%,30.43%,22.55%,<empty>,5.400,55 x 50,55,50,<empty>,0,0, ,0,0,0,,
,,IBM191115C140,218,"4,592",.147,.052,-.021,.077,.012,13.35%,.33034093,<empty>,<empty>,13.95%,28.98%,86.05%,4.05%,59.94%,.330,11 x 60,11,60,+73.68%,.33,.33,N,.21,.38,.20,.31,H,.35,X,15 NOV 19,140,6.30,I,6.40,X,IBM191115P140,43,"1,756",-.699,.041,-.074,.115,-.061,25.47%,6.35,23.44%,4.75%,72.25%,57.71%,27.75%,21.94%,<empty>,6.350,10 x 41,10,41,-15.69%,6.45,6.45,D,7.02,7.08,6.02,,
,,IBM191115C141,10,32,.106,.041,-.018,.061,.008,13.55%,.22536358,<empty>,<empty>,10.01%,20.74%,89.99%,2.76%,70.91%,.225,45 x 11,45,11,+43.75%,.23,.23,H,.15,.23,.15,.21,H,.24,H,15 NOV 19,141,6.95,B,7.75,B,IBM191115P141,0,0,-.717,.036,-.078,.112,-.063,27.84%,7.35,27.13%,5.50%,74.21%,53.60%,25.79%,21.94%,<empty>,7.350,10 x 21,10,21,<empty>,0,0, ,0,0,0,,
,,IBM191115C142,55,195,.079,.032,-.015,.049,.006,14.04%,.16518039,<empty>,<empty>,7.45%,15.39%,92.55%,2.02%,82.43%,.165,37 x 12,37,12,+6.67%,.16,.16,Q,.16,.16,.16,.15,H,.18,Q,15 NOV 19,142,7.70,P,9.10,M,IBM191115P142,0,0,-.729,.032,-.083,.109,-.065,30.57%,8.40,31.01%,6.29%,75.56%,50.78%,24.44%,22.55%,<empty>,8.400,5 x 41,5,41,<empty>,0,0, ,0,0,0,,
,,IBM191115C143,52,16,.059,.024,-.012,.039,.005,14.48%,.12028679,<empty>,<empty>,5.51%,11.35%,94.49%,1.47%,94.14%,.120,37 x 14,37,14,+71.43%,.12,.12,N,.10,.12,.10,.11,H,.13,Q,15 NOV 19,143,8.90,B,10.15,B,IBM191115P143,10,0,-.734,.029,-.091,.108,-.066,33.94%,9.53,35.16%,7.14%,76.29%,49.30%,23.71%,24.09%,<empty>,9.525,9 x 21,9,21,<empty>,9.26,9.26,E,9.26,9.26,9.26,,
,,IBM191115C144,6,201,.045,.019,-.010,.032,.004,14.99%,.09043129,<empty>,<empty>,4.15%,8.54%,95.85%,1.10%,106.03%,.090,37 x 12,37,12,+80.00%,.09,.09,M,.09,.09,.09,.08,H,.10,Q,15 NOV 19,144,9.70,B,11.30,X,IBM191115P144,0,0,-.747,.027,-.093,.106,-.067,35.86%,10.50,38.76%,7.87%,77.67%,46.44%,22.33%,23.78%,<empty>,10.500,9 x 31,9,31,<empty>,0,0, ,0,0,0,,
,,IBM191115C145,172,"5,218",.037,.015,-.009,.027,.003,15.77%,.07549897,<empty>,<empty>,3.37%,6.93%,96.63%,0.92%,118.10%,.075,21 x 16,21,16,+16.67%,.07,.07,Z,.05,.08,.05,.07,H,.08,Q,15 NOV 19,145,10.75,E,11.35,B,IBM191115P145,4,"1,168",-.789,.026,-.080,.095,-.071,33.43%,11.05,40.79%,8.25%,81.45%,38.46%,18.55%,18.26%,<empty>,11.050,2 x 21,2,21,-13.13%,11.25,11.25,X,11.74,11.74,11.25,,
,,IBM191115C150,99,"13,288",.012,.005,-.004,.011,.001,18.60%,.02543019,<empty>,<empty>,1.07%,2.19%,98.93%,0.31%,178.78%,.025,65 x 7,65,7,-33.33%,.02,.02,M,.04,.06,.02,.02,H,.03,Z,15 NOV 19,150,14.25,P,17.00,I,IBM191115P150,0,705,-.859,.018,-.071,.073,-.080,37.32%,15.63,57.68%,11.63%,88.11%,24.59%,11.89%,13.05%,<empty>,15.625,1 x 5,1,5,0.00%,17.35,17.35,Z,0,0,0,,
,,IBM191115C152.5,0,18,.009,.004,-.004,.008,.001,20.50%,.02000028,<empty>,<empty>,0.78%,1.59%,99.22%,0.25%,209.36%,.020,0 x 21,0,21,0.00%,.02,.02,C,0,0,0,0,B,.04,P,15 NOV 19,152.5,16.40,X,21.00,M,IBM191115P152.5,0,0,-.826,.016,-.102,.085,-.079,48.76%,18.70,69.03%,13.98%,85.69%,29.80%,14.31%,20.10%,<empty>,18.700,21 x 31,21,31,<empty>,0,0, ,0,0,0,,
,,IBM191115C155,34,"2,132",.007,.002,-.003,.006,.001,22.21%,.01539235,<empty>,<empty>,0.56%,1.15%,99.44%,0.18%,239.95%,.015,66 x 10,66,10,-50.00%,.01,.01,C,.02,.06,.01,.01,H,.02,N,15 NOV 19,155,19.10,E,23.50,M,IBM191115P155,0,66,-.830,.014,-.111,.083,-.081,54.15%,21.30,78.63%,15.93%,86.33%,28.54%,13.67%,21.33%,<empty>,21.300,1 x 35,1,35,0.00%,23.04,23.04,N,0,0,0,,
,,IBM191115C160,15,"3,053",.012,.003,-.007,.010,.001,29.93%,.04024983,<empty>,<empty>,0.99%,2.02%,99.01%,0.49%,301.54%,.040,78 x 43,78,43,0.00%,.01,.01,M,.02,.03,.01,.01,P,.07,X,15 NOV 19,160,23.80,E,27.00,I,IBM191115P160,0,91,-.910,.010,-.068,.053,-.090,48.50%,25.40,93.77%,18.87%,92.99%,14.51%,7.01%,10.30%,<empty>,25.400,2 x 5,2,5,0.00%,28.58,28.58,I,0,0,0,,
,,IBM191115C165,7,"1,179",.009,.002,-.007,.008,.001,33.99%,.03506992,<empty>,<empty>,0.76%,1.54%,99.24%,0.43%,362.77%,.035,0 x 33,0,33,0.00%,.01,.01,I,.02,.02,.01,0,N,.07,X,15 NOV 19,165,28.90,E,33.50,M,IBM191115P165,0,2,-.863,.010,-.120,.072,-.089,68.18%,31.20,115.18%,23.32%,89.87%,21.24%,10.13%,20.10%,<empty>,31.200,2 x 50,2,50,0.00%,33.04,33.04,N,0,0,0,,
,,IBM191115C170,0,386,.002,.001,-.001,.002,.00,31.45%,.0049989,<empty>,<empty>,0.13%,0.27%,99.87%,0.06%,423.69%,.005,0 x 52,0,52,0.00%,.05,.05,E,0,0,0,0,Q,.01,W,15 NOV 19,170,34.10,E,38.30,H,IBM191115P170,0,0,-.873,.008,-.125,.068,-.093,75.11%,36.20,133.64%,27.06%,90.91%,19.13%,9.09%,20.10%,<empty>,36.200,1 x 21,1,21,<empty>,0,0, ,0,0,0,,
,,IBM191115C175,0,649,.002,.00,-.001,.002,.00,35.03%,.00500056,<empty>,<empty>,0.12%,0.24%,99.88%,0.06%,484.98%,.005,0 x 91,0,91,0.00%,.01,.01,C,0,0,0,0,Q,.01,W,15 NOV 19,175,38.90,N,43.40,H,IBM191115P175,0,1,-.882,.007,-.127,.064,-.097,80.90%,41.15,151.91%,30.74%,91.91%,17.05%,8.09%,19.49%,<empty>,41.150,1 x 21,1,21,0.00%,37.45,37.45,E,0,0,0,,
,,IBM191115C180,0,67,.006,.001,-.006,.006,.00,45.78%,.03022848,<empty>,<empty>,0.46%,0.94%,99.54%,0.37%,546.57%,.030,0 x 33,0,33,0.00%,.09,.09,Q,0,0,0,0,B,.06,B,15 NOV 19,180,43.85,E,48.40,T,IBM191115P180,0,0,-.890,.006,-.130,.061,-.100,86.71%,46.13,170.28%,34.45%,92.67%,15.49%,7.33%,19.18%,<empty>,46.125,1 x 2,1,2,<empty>,0,0, ,0,0,0,,
,,IBM191115C185,0,38,.006,.001,-.007,.006,.00,49.59%,.03021388,<empty>,<empty>,0.42%,0.85%,99.58%,0.37%,607.86%,.030,0 x 29,0,29,0.00%,.04,.04,X,0,0,0,0,P,.06,B,15 NOV 19,185,48.95,E,53.30,H,IBM191115P185,0,0,-.895,.006,-.134,.059,-.104,92.63%,51.13,188.74%,38.19%,93.23%,14.33%,6.77%,19.18%,<empty>,51.125,1 x 21,1,21,<empty>,0,0, ,0,0,0,,
,,IBM191115C190,0,1,.005,.001,-.006,.005,.00,52.22%,.02510949,<empty>,<empty>,0.33%,0.67%,99.67%,0.31%,669.09%,.025,0 x 49,0,49,0.00%,.05,.05,X,0,0,0,0,P,.05,B,15 NOV 19,190,53.80,X,58.40,M,IBM191115P190,0,0,-.900,.005,-.136,.057,-.107,97.85%,56.10,207.10%,41.90%,93.79%,13.19%,6.21%,18.88%,<empty>,56.100,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
,,IBM191115C195,0,0,.004,.001,-.006,.004,.00,55.69%,.02502808,<empty>,<empty>,0.30%,0.61%,99.70%,0.31%,730.38%,.025,0 x 48,0,48,<empty>,0,0, ,0,0,0,0,C,.05,B,15 NOV 19,195,58.80,H,63.40,T,IBM191115P195,0,0,-.904,.005,-.139,.055,-.111,103.27%,61.10,225.56%,45.63%,94.20%,12.34%,5.80%,18.88%,<empty>,61.100,21 x 2,21,2,<empty>,0,0, ,0,0,0,,
,,IBM191115C200,0,0,.004,.001,-.006,.004,.00,59.05%,.02502201,<empty>,<empty>,0.28%,0.57%,99.72%,0.31%,791.67%,.025,0 x 47,0,47,<empty>,0,0, ,0,0,0,0,C,.05,B,15 NOV 19,200,63.95,H,68.40,T,IBM191115P200,0,0,-.904,.005,-.147,.056,-.114,109.86%,66.17,244.30%,49.45%,94.38%,12.00%,5.62%,19.80%,<empty>,66.175,21 x 2,21,2,<empty>,0,0, ,0,0,0,,
